ID,hora_reg_norm,dia_reg,medio_contacto_grupo,tipo_mail_rango,ingreso_propio_norm,edad_norm,sexo,nivel_estudios,Estado,destino,act_eco,ing_cuota_pf_rv,cuota_mensual_fijos,cuota_mensual_revolventes,hist_suf_pf_norm,hist_suf_rv_norm,bc_score_norm,icc_norm,monto_prom_norm,porc_deuda_12m_norm,porc_fijos_norm,porc_saldo_fijos_norm,pagos_suf_limite_norm,pagos_suf_limite_RV_norm,creditos_general_norm,creditos_general_ab_norm,creditos_recientes_norm,Saldo_Vencido_act_norm,Saldo_Actual_PF_norm,Saldo_Actual_RV_norm,porc_deuda_rev_norm,pagos_suf_limite_PF_norm,porc_mop_1_norm,ind_mop_4_9_norm,mop_max_act_norm,BANCO_HIP,BANCO_RV,BANCO_PF,AUTO,TIENDA_COMERCIAL,FINANCIERA,MICROFINANCIERA,COMUNICACIONES,con_2m_norm,BURO_DE_CREDITO_C,BANCO_C,SIC_C,FINANCIERA_C,CONSUMIDOR_FINAL_C,MICROFINANCIERA_C,TIENDA_COMERCIAL_C,BANCOS_C
411103,0.826086956521739,4,El Mejor Trato,hot,0.0,0.00454316002019182,Hombre,Secundaria,CDMX,3,Empleado,0.431,0,1724,0.176,0.188,0.634674922600619,0.625,0.047,0.24968685516318,0.25,0.0,0.096,0.082,0.08,0.1,1.0,0.0,0.0,0.130953333333333,1.0,0.0175,0.770114942528736,0.0,0.111111111111111,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0666666666666667,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0
244797,0.695652173913043,2,El Mejor Trato,hot,0.0535714285714286,0.01110550227158,Hombre,Bachillerato,Nuevo Leon,1,Empleado,0.263857142857143,1847,0,0.292,0.448,0.758513931888545,0.75,0.0236666666666667,0.123396523854013,0.333333333333333,0.933527897298441,0.862,0.4,0.2,0.2,0.8,0.0,0.017568,0.10052,0.876678876678877,0.5775,0.987080103359173,0.0,0.111111111111111,0.0833333333333333,0.416666666666667,0.25,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.133333333333333,0.333333333333333,0.222222222222222,0.0,0.222222222222222,0.0,0.0,0.0,0.0
1622767,0.826087,7,Campana GL,gma,0.1964286,0.004038364,Mujer,Licenciatura,Quintana Roo,10,Empleado,0.2994667,4492,0,0.196,0.304,0.74613,0.875,0.0,0.2496869,0.4,0.7828084,0.36,0.218,0.08,0.2,1.0,0.0,0.533224,0.2465733,0.7271548,0.1775,1.0,0.0,0.1111111,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.2,0.2666667,0.4285714,0.1428571,0.0,0.1428571,0.0,0.0,0.0,0.0
1904144,0.7826087,5,YoTePresto,hot,0.3678571,0.01867744,Hombre,Licenciatura,CDMX,6,Empleado,0.614878,6784,8342,0.128,1.0,0.7244582,0.375,0.326112,0.2724173,0.4705882,0.3754161,0.868,0.782,0.26,0.35,0.5384615,0.0,0.417736,1.0,0.7384105,0.1075,0.8962963,0.0,0.1111111,0.0,0.1764706,0.2941176,0.0,0.0,0.05882353,0.0,0.1764706,0.4666667,0.0,0.2769231,0.1692308,0.06153846,0.2769231,0.0,0.1076923,0.0
90897,1.0,2,Otro_medio,hot,0.1125,0.00353356890459364,Hombre,Licenciatura,Estado de México,6,Empleado,0.780873786407767,6307,1736,0.16,0.12,0.708978328173375,0.5,0.0244183333333333,0.302503683561296,0.636363636363636,0.589321789321789,0.246,0.096,0.22,0.45,1.0,0.0,0.073512,0.08538,0.516411290322581,0.1875,0.583333333333333,0.0,0.111111111111111,0.0,0.0909090909090909,0.0909090909090909,0.0,0.363636363636364,0.454545454545455,0.0,0.0,0.8,0.1875,0.229166666666667,0.1875,0.0416666666666667,0.0,0.0416666666666667,0.0625,0.0
665592,0.4347826,1,El Mejor Trato,gma,0.03571429,0.003028773,Mujer,Licenciatura,Jalisco,6,Empleado,0.2945,44,1723,0.212,0.184,0.7182663,0.875,0.00509,1.0,0.5,0.0168906,0.332,0.198,0.18,0.2,0.8,0.0,0.000528,0.05122,1.0,0.1675,0.2145594,0.2,0.1111111,0.0,0.1,0.1,0.0,0.7,0.0,0.0,0.1,0.2,0.1052632,0.6842105,0.05263158,0.0,0.0,0.0,0.05263158,0.05263158
204439,0.869565217391304,2,Otro_medio,hot,0.642857142857143,0.0126198889449773,Hombre,Maestria,Queretaro de Arteaga,6,Empleado,0.10615,3430,816,0.484,0.528,0.678018575851393,0.375,0.025,0.24968685516318,0.272727272727273,0.400641837282889,0.996,0.694,0.14,0.25,1.0,0.0,0.0,1.0,0.823441239205078,0.3775,0.814814814814815,0.0,0.111111111111111,0.0909090909090909,0.181818181818182,0.0,0.0909090909090909,0.272727272727273,0.0,0.0,0.363636363636364,0.0666666666666667,0.115384615384615,0.307692307692308,0.269230769230769,0.0,0.192307692307692,0.0,0.0384615384615385,0.0384615384615385
968412,0.3478261,1,SOLCREDITO,hot,0.3214286,0.01261989,Hombre,Bachillerato,CDMX,1,Comerciante,0.1118182,180,2280,0.392,0.392,0.7399381,0.625,0.12378,0.02168626,0.3076923,0.1175403,0.676,0.482,0.18,0.2,0.8,0.0,0.008028,0.1004533,0.2971875,0.2425,0.60199,0.1,0.1111111,0.0,0.2307692,0.07692308,0.0,0.07692308,0.0,0.0,0.3076923,0.6666667,0.1923077,0.5,0.03846154,0.1153846,0.03846154,0.0,0.0,0.0
1159031,0.6521739,4,Otro_medio,gma,0.2857143,0.003533569,Hombre,Licenciatura,Estado de México,6,Empleado,0.07235,0,1447,0.0,0.16,0.6532508,0.75,0.1,0.2496869,0.0,0.0,0.246,0.246,0.08,0.2,1.0,0.0,0.0,0.1005067,0.1800786,0.0,0.8333333,0.4,0.1111111,0.0,0.5,0.0,0.0,0.1666667,0.0,0.0,0.3333333,0.1333333,0.3888889,0.2222222,0.05555556,0.1111111,0.0,0.0,0.0,0.05555556
967420,0.5217391,7,SOLCREDITO,gma,0.1428571,0.0116103,Hombre,Licenciatura,Nuevo Leon,6,Empleado,0.2971667,3566,0,0.376,0.236,0.8049536,0.75,0.0,0.2496869,0.6666667,1.0,0.336,0.0,0.04,0.05,1.0,0.0,0.0,0.0,0.0,0.42,1.0,0.0,0.1111111,0.3333333,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.2666667,0.0,0.625,0.0,0.25,0.0,0.0,0.0,0.0
1127372,0.7826087,2,Otro_medio,hot,0.2178571,0.005047956,Hombre,Licenciatura,CDMX,7,Empleado,0.4185802,4694,2087,0.072,0.368,0.7987616,0.875,0.3125,0.2496869,0.1818182,0.7964306,0.502,0.43,0.2,0.2,0.5714286,0.0,0.31416,0.1338333,0.1078449,0.09,0.9295775,0.0,0.1111111,0.0,0.6363636,0.09090909,0.09090909,0.09090909,0.0,0.0,0.09090909,0.06666667,0.36,0.32,0.08,0.0,0.08,0.0,0.0,0.0
257913,0.652173913043478,3,Campana GL,hot,0.312964285714286,0.0106007067137809,Mujer,Licenciatura,Estado de México,1,Empleado,0.699526154417913,10455,4603,0.356,0.584,0.721362229102167,0.875,0.0,0.24968685516318,0.375,0.705306685714563,1.0,1.0,0.32,0.35,1.0,0.0,1.0,0.808626666666667,0.685586705855754,0.4,0.846335697399527,0.6,0.111111111111111,0.0,0.5625,0.125,0.1875,0.0625,0.0625,0.0,0.0,0.0666666666666667,0.111111111111111,0.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
408200,0.608695652173913,2,Otro_medio,yah,0.375,0.0106007067137809,Hombre,Maestria,Tamaulipas,2,Comerciante,0.28448,1598,5514,0.536,0.648,0.74922600619195,0.75,0.48,1.0,0.25,0.546538306072838,1.0,1.0,0.46,0.4,0.8,0.0,0.384,0.531006666666667,0.349155068493151,0.12,0.865470852017937,0.0,0.111111111111111,0.0,0.5,0.142857142857143,0.0,0.142857142857143,0.0,0.0357142857142857,0.178571428571429,0.0,0.142857142857143,0.285714285714286,0.142857142857143,0.0,0.0,0.142857142857143,0.0,0.0
1341557,0.3913043,3,El Mejor Trato,hot,0.07142857,0.008581524,Hombre,Bachillerato,Estado de México,2,Comerciante,0.399,3192,0,0.352,0.404,0.7430341,0.625,0.169,0.2496869,0.1818182,0.5744225,0.84,0.716,0.22,0.15,0.75,0.0,0.157548,0.19454,0.8378363,0.155,0.9152542,0.0,0.1111111,0.0,0.8181818,0.09090909,0.0,0.0,0.0,0.0,0.0,0.1333333,0.2142857,0.2857143,0.1428571,0.07142857,0.1428571,0.0,0.0,0.0
1924311,0.6086957,3,Campana GL,gma,0.1964286,0.005047956,Hombre,Licenciatura,Estado de México,7,Empleado,0.3954667,4224,1708,0.456,0.428,0.7089783,0.75,0.1767817,0.25664,0.5,0.9096792,0.966,0.662,0.24,0.25,1.0,0.0,1.0,0.3248133,0.9210904,0.38,0.9652778,0.0,0.1111111,0.08333333,0.5,0.08333333,0.0,0.25,0.0,0.08333333,0.0,0.2666667,0.1875,0.25,0.125,0.125,0.125,0.0625,0.0,0.0
719948,0.826087,5,Campana GL,hot,0.05357143,0.009591116,Mujer,Licenciatura,Coahuila de Zaragoza,1,Empleado,0.042,0,294,0.0,0.52,0.749226,1.0,0.175,0.2496869,0.0,0.0,0.276,0.276,0.04,0.1,1.0,0.0,0.0,0.1287933,0.4711951,0.0,0.8924731,0.0,0.1111111,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1678946,0.5217391,6,Campana GL,gma,0.03571429,0.001514387,Mujer,Licenciatura,CDMX,6,Empleado,0.0,0,0,0.0,0.056,0.6408669,1.0,0.0065,0.2496869,0.0,0.0,0.036,0.036,0.04,0.1,1.0,0.0,0.0,0.02281333,0.4688313,0.0,0.8039216,0.0,0.1111111,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.06666667,0.4444444,0.2222222,0.0,0.1111111,0.0,0.0,0.1111111,0.0
1018408,0.4782609,5,Campana GL,gma,0.1785714,0.006562342,Mujer,Bachillerato,CDMX,6,Empleado,0.07328571,0,1026,0.296,0.328,0.6873065,0.5,0.3926875,0.2496869,0.3636364,0.0,0.476,0.32,0.2,0.25,1.0,0.0,0.0,1.0,0.5718076,0.195,0.7348485,0.3,0.1111111,0.0,0.5454545,0.2727273,0.0,0.0,0.0,0.0,0.09090909,0.1333333,0.3333333,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0
1342961,0.7391304,3,Campana GL,hot,0.1428571,0.008076729,Mujer,Licenciatura,Estado de México,6,Comerciante,0.3800833,3407,1154,0.104,0.244,0.7337461,0.75,0.065,0.2496869,0.1666667,0.7254708,0.218,0.166,0.1,0.25,1.0,0.0,0.56762,0.3579933,0.7868792,0.065,0.9425287,0.0,0.1111111,0.0,0.3333333,0.0,0.1666667,0.0,0.3333333,0.0,0.0,0.1333333,0.3636364,0.4545455,0.0,0.09090909,0.0,0.0,0.0,0.0
743412,0.3913043,1,Facebook,hot,0.0,0.005552751,Hombre,Bachillerato,Estado de México,8,Empleado,0.07125,0,285,0.072,0.136,0.6934985,0.625,0.053,0.2496869,0.1,0.0,0.246,0.23,0.18,0.25,0.5555556,0.0,0.0,0.31654,0.7233547,0.02,0.9074074,0.1,0.1111111,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1515152,0.4242424,0.1212121,0.09090909,0.09090909,0.0,0.0,0.03030303
1966936,0.6521739,5,Facebook,hot,0.1071429,0.009591116,Hombre,Bachillerato,CDMX,9,Empleado,0.0702,384,318,0.092,0.092,0.6904025,0.75,0.02,0.1270867,0.8235294,0.3075534,0.13,0.062,0.32,0.15,0.375,0.0,0.016352,0.06136,0.8367273,0.085,1.0,0.0,0.1111111,0.0,0.1176471,0.05882353,0.0,0.0,0.7647059,0.0,0.05882353,0.2,0.3548387,0.3225806,0.09677419,0.0,0.03225806,0.03225806,0.03225806,0.0
1733413,1.0,2,Facebook,yah,0.2857143,0.009591116,Hombre,Licenciatura,CDMX,6,Empleado,0.3703,4874,2532,0.428,0.64,0.5944272,0.625,0.1932383,1.0,0.4,0.6091535,1.0,1.0,0.18,0.25,1.0,0.0,0.353348,0.37786,0.9857217,0.33,0.8802395,0.4,0.1111111,0.0,0.3,0.3,0.1,0.2,0.0,0.0,0.1,0.2,0.375,0.125,0.0,0.0,0.0,0.0,0.125,0.0
1549458,0.5652174,4,El Mejor Trato,gma,0.04464286,0.002019182,Mujer,Bachillerato,Guanajuato,9,Empleado,0.07323077,0,476,0.0,0.092,0.6501548,1.0,0.06,0.2496869,0.0,0.0,0.1,0.1,0.06,0.15,1.0,0.0,0.0,0.06638,0.7011972,0.0,0.869281,0.1,0.1111111,0.0,0.6666667,0.0,0.0,0.3333333,0.0,0.0,0.0,0.4,0.2727273,0.1818182,0.09090909,0.09090909,0.0,0.0,0.1818182,0.09090909
625816,0.6086957,4,Campana GL,gma,0.05357143,0.005552751,Hombre,Bachillerato,Estado de México,6,Empleado,0.136,952,0,0.336,0.352,0.7089783,0.75,0.05,1.0,0.3846154,1.0,0.702,0.514,0.26,0.05,0.5,0.0,0.035644,0.0,0.0,0.235,0.9530516,0.0,0.1111111,0.07692308,0.6153846,0.3076923,0.0,0.0,0.0,0.0,0.0,0.06666667,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0
456721,0.956521739130435,5,Otro_medio,yah,0.464285714285714,0.00302877334679455,Mujer,Bachillerato,Jalisco,9,Empleado,0.0,0,0,0.0,0.084,0.665634674922601,0.875,0.05,0.24968685516318,0.0,0.0,0.092,0.092,0.08,0.2,1.0,0.0,0.0,0.0483,0.408906197087707,0.0,0.84375,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.2,0.3,0.35,0.0,0.05,0.0,0.0,0.2,0.0
647087,0.4782609,7,El Mejor Trato,gma,0.1071429,0.004038364,Mujer,Maestria,Jalisco,7,Empleado,0.2984,0,2984,0.004,0.212,0.7182663,0.75,0.01995,0.2496869,0.25,0.0,0.244,0.244,0.08,0.1,1.0,0.0,0.0,0.3182867,0.9927844,0.0,0.9333333,0.0,0.1111111,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.2666667,0.3,0.2,0.1,0.2,0.0,0.0,0.0,0.0
1255570,0.7391304,6,SOLCREDITO,gma,0.1964286,0.009591116,Hombre,Bachillerato,Chiapas,4,Comerciante,0.2842667,3464,800,0.58,0.588,0.6749226,0.75,0.210015,0.2895592,0.884058,0.9098466,1.0,0.372,1.0,0.25,0.8333333,0.0,0.319156,0.05270667,0.9578386,1.0,0.9731423,0.0,0.1111111,0.0,0.01449275,0.0,0.0,0.9710145,0.0,0.0,0.0,0.06666667,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0
1910414,0.0,2,Campana GL,gma,0.04285714,0.003028773,Hombre,Secundaria,Jalisco,2,Empleado,0.2110937,0,1351,0.0,0.28,0.6501548,0.75,0.05,0.2496869,0.0,0.0,0.24,0.24,0.06,0.15,1.0,0.0,0.0,0.19964,0.74865,0.0,1.0,0.0,0.1111111,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.2,0.3571429,0.4285714,0.0,0.0,0.0,0.0,0.07142857,0.0
1106118,1.0,6,Campana GL,hot,0.125,0.003533569,Hombre,Licenciatura,CDMX,6,Empleado,0.8541818,7640,1756,0.016,0.112,0.7430341,0.75,0.728105,1.0,0.1428571,0.9093802,0.168,0.16,0.1,0.2,0.8,0.0,1.0,0.1686133,0.2907126,0.01,0.8427673,0.0,0.1111111,0.0,0.5714286,0.1428571,0.0,0.0,0.0,0.0,0.2857143,0.2,0.3846154,0.3846154,0.0,0.0,0.0,0.0,0.0,0.0
395337,0.695652173913043,3,Campana GL,hot,0.232142857142857,0.00403836446239273,Hombre,Licenciatura,CDMX,4,Empleado,0.508,7401,1235,0.112,0.096,0.718266253869969,0.625,0.176666666666667,0.24968685516318,0.307692307692308,0.667719013031964,0.302,0.134,0.2,0.3,0.6,0.0,0.509296,0.422406666666667,0.422406666666667,0.21,0.979166666666667,0.0,0.111111111111111,0.0,0.384615384615385,0.230769230769231,0.0769230769230769,0.0769230769230769,0.0,0.0,0.230769230769231,0.0666666666666667,0.227272727272727,0.409090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0,0.136363636363636,0.0
482245,0.565217391304348,5,Otro_medio,hot,0.196428571428571,0.01110550227158,Hombre,Maestria,Guerrero,3,Empleado,0.5328,7712,280,0.524,0.66,0.770897832817337,1.0,0.1254075,0.206976354247512,0.883211678832117,0.944511907171288,1.0,1.0,1.0,0.55,0.6,0.0,0.224008,0.0219333333333333,0.155717531238167,1.0,0.948580371115583,0.0,0.111111111111111,0.0,0.0583941605839416,0.0948905109489051,0.0,0.832116788321168,0.0,0.0,0.0,0.133333333333333,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.1
312237,0.434782608695652,3,Campana GL,hot,0.464285714285714,0.00656234225138819,Hombre,Licenciatura,Guanajuato,6,Empleado,0.271,5460,2670,0.056,0.312,0.74922600619195,0.125,0.174399375,0.661148902331759,0.25,0.541934340525453,0.732,0.682,0.3,0.4,0.571428571428571,0.0,0.587136,0.82712,0.591258929550079,0.0625,0.932318104906938,0.0,0.111111111111111,0.0,0.625,0.125,0.0,0.0625,0.125,0.0,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483296,0.8695652,5,Campana GL,gma,0.0,0.01413428,Mujer,Primaria,Estado de México,2,Comerciante,0.793,3172,0,0.5,0.444,0.6377709,1.0,0.09870286,0.4571035,0.9333333,1.0,0.752,0.248,0.6,0.25,0.3333333,0.0,0.267872,0.0,0.0,0.63,0.914117,1.0,0.1111111,0.0,0.03333333,0.03333333,0.0,0.9333333,0.0,0.0,0.0,0.06666667,0.5,0.25,0.0,0.0,0.0,0.0,0.125,0.0
395231,0.652173913043478,3,Otro_medio,gma,0.196428571428571,0.00454316002019182,Hombre,Licenciatura,Nuevo Leon,9,Empleado,0.171333333333333,0,2570,0.26,0.268,0.715170278637771,0.5,0.1,0.24968685516318,0.125,0.0,0.278,0.248,0.1,0.15,1.0,0.0,0.0,0.0951333333333333,0.160337078651685,0.0375,0.79020979020979,0.0,0.111111111111111,0.0,0.25,0.125,0.0,0.25,0.0,0.0,0.375,0.0666666666666667,0.259259259259259,0.333333333333333,0.148148148148148,0.0,0.0740740740740741,0.0,0.111111111111111,0.0
1186288,0.7391304,3,Otro_medio,gma,0.9785714,0.01817264,Mujer,Bachillerato,CDMX,2,Comerciante,0.6052551,25589,10000,0.244,0.356,0.6346749,0.375,0.1294812,0.2670512,0.35,0.810695,0.784,0.58,0.34,0.5,0.8333333,0.0,1.0,0.8089267,0.8766825,0.255,0.908362,0.5,0.1111111,0.0,0.4,0.35,0.0,0.05,0.0,0.0,0.0,0.3333333,0.3703704,0.3333333,0.07407407,0.07407407,0.03703704,0.03703704,0.0,0.03703704
79486,0.956521739130435,4,El Mejor Trato,hot,0.192857142857143,0.00757193336698637,Hombre,Licenciatura,Veracruz Llave,2,Comerciante,0.224324324324324,1356,1964,0.112,0.1,0.696594427244582,0.625,0.0389016666666667,0.124634664357044,0.428571428571429,0.553142955518733,0.196,0.096,0.14,0.15,0.428571428571429,0.0,0.102816,0.138433333333333,0.669838709677419,0.125,0.951690821256039,0.0,0.111111111111111,0.0,0.0,0.428571428571429,0.0,0.285714285714286,0.0,0.0,0.0,0.0,0.277777777777778,0.0,0.166666666666667,0.0,0.0555555555555556,0.0,0.111111111111111,0.111111111111111
1179536,0.4347826,7,Campana GL,hot,0.06071429,0.008581524,Mujer,Bachillerato,Oaxaca,6,Empleado,0.1033784,0,765,0.612,0.512,0.7832817,0.875,0.15348,0.2496869,0.5294118,0.0,1.0,1.0,0.32,0.25,0.8333333,0.0,0.0,0.1934933,0.5169104,0.2825,0.9890351,0.0,0.1111111,0.0,0.2941176,0.2352941,0.0,0.2941176,0.1176471,0.0,0.05882353,0.5333333,0.2727273,0.1818182,0.1818182,0.0,0.09090909,0.09090909,0.0,0.09090909
181668,0.91304347826087,7,Otro_medio,gma,0.8275,0.02221100454316,Hombre,Licenciatura,Queretaro de Arteaga,11,Comerciante,0.0706793802145411,2708,850,0.584,0.532,0.662538699690402,0.375,0.3264925,1.0,0.5,0.9197232534068,0.456,0.266,0.12,0.1,1.0,0.0,0.472712,0.0687666666666667,0.84046280453027,0.2375,0.789473684210526,0.0,0.111111111111111,0.0,0.1,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.166666666666667,0.166666666666667,0.166666666666667,0.0,0.111111111111111,0.222222222222222,0.0,0.0
1408435,0.5217391,2,Campana GL,gma,0.1428571,0.01817264,Mujer,Secundaria,CDMX,6,Empleado,0.1023333,0,1228,0.0,0.424,0.6068111,0.625,0.054,0.2496869,0.0,0.0,0.904,0.904,0.22,0.2,1.0,0.0,0.0,0.58758,0.7411889,0.0,0.5061728,0.0,0.1111111,0.0,0.7857143,0.0,0.0,0.0,0.0,0.0,0.1428571,0.7333333,0.2941176,0.2941176,0.05882353,0.0,0.0,0.1176471,0.0,0.0
641100,1.0,2,El Mejor Trato,gma,0.4642857,0.01665825,Hombre,Bachillerato,CDMX,6,Comerciante,0.1205333,0,3616,0.0,0.08,0.6656347,0.75,0.0,0.2496869,0.0,0.0,0.038,0.038,0.02,0.05,1.0,0.0,0.0,0.1934467,0.9672011,0.0,1.0,0.0,0.1111111,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333,0.0,0.71875,0.0,0.0,0.0625,0.0,0.03125,0.0
1022935,0.9130435,1,Otro_medio,hot,0.1964286,0.001514387,Hombre,Licenciatura,Estado de México,1,Empleado,0.1094667,1642,0,0.096,0.0,0.7151703,0.875,0.005115,0.2375165,1.0,1.0,0.08,0.0,0.46,0.05,0.2173913,0.0,0.079752,0.0,0.0,0.1,1.0,0.0,0.1111111,0.0,0.0,0.04347826,0.0,0.8695652,0.0,0.08695652,0.0,0.3333333,0.2105263,0.2105263,0.2631579,0.0,0.05263158,0.05263158,0.0,0.0
1261020,0.9130435,2,Campana GL,out,0.5,0.006057547,Hombre,Licenciatura,CDMX,6,Empleado,0.3125,0,10000,0.128,0.356,0.7337461,0.75,0.3489733,0.2496869,0.1428571,0.0,1.0,1.0,0.36,0.5,0.7692308,0.0,0.0,1.0,0.8986713,0.1375,0.9646331,0.0,0.1111111,0.0,0.5714286,0.0952381,0.04761905,0.0952381,0.04761905,0.0,0.1428571,0.3333333,0.34375,0.21875,0.03125,0.0625,0.15625,0.0,0.03125,0.03125
607261,0.4782609,3,SOLCREDITO,gma,0.0,0.006562342,Hombre,Maestria,CDMX,10,Empleado,0.15975,0,639,0.0,0.204,0.7770898,0.875,0.065375,0.2496869,0.0,0.0,0.338,0.338,0.1,0.05,1.0,0.0,0.0,0.1429667,1.0,0.0,0.9530516,0.0,0.1111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333,0.0,0.3333333,0.0,0.0,0.3333333,0.0,0.0,0.0
764452,0.04347826,5,Campana GL,gma,0.1071429,0.003533569,Hombre,Licenciatura,CDMX,7,Empleado,0.3716,3716,0,0.04,0.272,0.6965944,0.5,0.246718,1.0,0.5555556,0.9092798,0.204,0.164,0.16,0.3,0.75,0.0,0.861088,0.1431867,0.7781602,0.05,1.0,0.0,0.1111111,0.0,0.1111111,0.2222222,0.0,0.5555556,0.0,0.0,0.0,0.1333333,0.3333333,0.3333333,0.04761905,0.04761905,0.0,0.0,0.04761905,0.04761905
457548,0.782608695652174,6,Otro_medio,gma,0.0928571428571429,0.00959111559818274,Hombre,Bachillerato,Jalisco,4,Empleado,0.380760869565217,3503,0,0.408,0.532,0.814241486068111,0.75,1.0,0.24968685516318,0.880952380952381,1.0,0.626,0.47,0.8,0.15,0.294117647058824,0.0,0.0,0.0,0.0,0.195,0.973544973544974,0.0,0.111111111111111,0.0238095238095238,0.0,0.738095238095238,0.0,0.19047619047619,0.0,0.0,0.0476190476190476,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0
1963553,0.4782609,3,Campana GL,correo_otro,0.1428571,0.004038364,Mujer,Bachillerato,CDMX,1,Empleado,0.003,0,36,0.0,0.036,0.5820433,0.75,0.019,0.2496869,0.0,0.0,0.032,0.032,0.04,0.1,1.0,0.0,0.0,0.007326667,0.1446053,0.0,0.1111111,0.1,0.1111111,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.3513514,0.3243243,0.05405405,0.02702703,0.0,0.0,0.1621622,0.02702703
671673,0.5652174,5,Facebook,hot,0.1964286,0.006057547,Hombre,Licenciatura,Hidalgo,4,Empleado,0.6992,7718,2770,0.436,0.496,0.7337461,0.75,0.1459108,0.5003695,0.8837209,0.9489863,0.752,0.304,0.86,0.35,0.6190476,0.0,0.370228,0.1406667,0.5861111,0.56,0.7472678,0.0,0.1111111,0.02325581,0.06976744,0.09302326,0.0,0.627907,0.1627907,0.02325581,0.0,0.2,0.4,0.2571429,0.08571429,0.08571429,0.02857143,0.0,0.0,0.02857143
1735616,0.7391304,3,Campana GL,gma,0.3928571,0.006562342,Mujer,Licenciatura,Aguascalientes,9,Empleado,0.4763462,8891,3494,0.2,0.52,0.749226,0.75,0.2133317,0.3272184,0.4444444,0.8345962,0.954,0.766,0.36,0.4,0.7857143,0.0,1.0,0.4546267,0.6344218,0.235,0.9343832,0.0,0.1111111,0.0,0.3888889,0.2777778,0.0,0.1111111,0.2222222,0.0,0.0,0.2,0.4583333,0.3333333,0.04166667,0.04166667,0.0,0.0,0.04166667,0.0
643989,1.0,4,El Mejor Trato,gma,0.07142857,0.002019182,Mujer,Licenciatura,Guanajuato,7,Empleado,0.0,0,0,0.0,0.056,0.6501548,0.875,0.015,0.2496869,0.0,0.0,0.048,0.048,0.04,0.1,1.0,0.0,0.0,0.02282667,0.7781818,0.0,0.8550725,0.0,0.1111111,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.1333333,0.25,0.4166667,0.08333333,0.0,0.08333333,0.0,0.08333333,0.0
683533,0.7826087,5,Otro_medio,gma,0.1428571,0.0116103,Mujer,Licenciatura,Veracruz Llave,6,Empleado,1.0,19220,0,0.376,0.376,0.7120743,0.75,0.065,0.2496869,0.5833333,0.9291425,1.0,0.544,0.44,0.25,0.625,0.0,0.644732,0.08194667,0.8946143,0.72,0.876161,0.4,0.1111111,0.0,0.3333333,0.5833333,0.0,0.0,0.0,0.0,0.04166667,0.06666667,0.0,0.2857143,0.2857143,0.1428571,0.1428571,0.0,0.0,0.0
894014,0.7391304,2,Otro_medio,gma,1.0,0.005552751,Mujer,Bachillerato,Chiapas,11,Comerciante,0.06883333,4130,0,0.488,0.424,0.8390093,0.875,0.0,0.2496869,0.8,1.0,0.294,0.0,0.08,0.1,1.0,0.39,0.057396,0.0,0.0,0.3675,0.4982079,1.0,0.2222222,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.06666667,0.3888889,0.3333333,0.05555556,0.05555556,0.0,0.0,0.0,0.05555556
126371,0.782608695652174,3,Facebook,hot,0.0435714285714286,0.00959111559818274,Hombre,Bachillerato,Estado de México,1,Empleado,0.367391304347826,2366,0,0.0,0.048,0.767801857585139,0.75,0.005,0.24968685516318,0.5,1.0,0.194,0.0,0.02,0.05,1.0,0.0,0.0,0.0,0.0,0.2425,0.833333333333333,0.1,0.111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0666666666666667,0.111111111111111,0.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
